날짜,기온(°C),풍속(m/s),체감온도(°C)
2022-03-01,3.9589473685336998,13.649924812041718,0.6917024968759624
2022-03-02,0.5261654133719276,11.192180451158492,-2.979451524734915
2022-03-03,1.0233082707053427,9.10902255581459,-1.8573152398753487
2022-03-04,3.1172556395322317,14.203909773292253,-0.4367312899563909
2022-03-05,2.880902255346882,4.044135340314824,2.1204663118830367
2022-03-06,2.761954886969761,4.274285715800943,1.8732680590359285
2022-03-07,4.770977443455195,11.342255638242932,2.105950176404768
2022-03-08,2.378796992390562,11.947669173561735,-0.9081798294784134
2022-03-09,2.519248120035627,7.412330829160055,0.3961694396852271
2022-03-10,2.595037593811867,5.955939849693095,0.9747486965474186
2022-03-11,1.8073684198752744,4.584060150562436,0.6511531164099714
2022-03-12,3.5010526311816648,12.5251127819065,0.33853042332099603
2022-03-13,3.043308270691341,1.901804514869582,3.7471605792090896
2022-03-14,1.9681654127925867,4.867421054164879,0.7021490712009781
2022-03-15,3.979699247283861,13.844661654286028,0.6833445941796965
2022-03-16,2.0179248119384283,8.204210526222596,-0.42772580878436384
2022-03-17,2.827368421269057,7.834586466415203,0.630260135068546
2022-03-18,3.8986466169080813,2.7583458671579137,3.987198703108648
2022-03-19,8.499203007566393,14.026218044949928,6.195391848041263
2022-03-20,6.885263157673762,5.989022555761039,5.894092309903166
2022-03-21,5.66360902209999,13.746616540534887,2.7623239696730644
2022-03-22,4.389172932191286,10.069774436109583,1.9132359733484674
2022-03-23,2.8942857143483707,6.510075188722112,1.123620871764051
2022-03-24,2.46676691716857,2.3314285717206076,2.7539543270942684
2022-03-25,6.39463909753249,4.8120300760056125,5.734858415413097
2022-03-26,5.136224772344576,4.275005936491652,4.536272162589069
2022-03-27,6.825751879034215,9.788270676781394,4.882313122757067
2022-03-28,8.428421051052283,14.557593981793616,6.035480994165729
2022-03-29,6.7218282545145485,12.22492283381871,4.304362124752039
2022-03-30,8.028421052440535,9.244661654151969,6.424007973994598
2022-03-31,5.046015037871257,8.713308271748247,3.008585369307356
2022-04-01,7.254135337396292,15.679849623556947,4.435145432227473
2022-04-02,3.4378770455368795,7.507271118996869,1.440844838600692
2022-04-03,3.5422556391367834,7.3188058394007385,1.618711230471535
2022-04-04,6.6267000831867335,20.133984960149974,3.1044947888193812
2022-04-05,5.515409576422826,8.781495844974415,3.547263751332786
2022-04-06,4.562508903885828,9.75919271892053,2.1895930644301247
2022-04-07,6.881052631535567,9.185674713320623,5.074180592884073
2022-04-08,7.373488721263129,9.438691728777485,5.6061676399392075
2022-04-09,6.051325188011106,10.501531954862003,3.8124415002897414
2022-04-10,6.764711779564095,8.248300751820352,5.1476212131505905
2022-04-11,6.574621848745892,8.991667403272004,4.753089876462747
2022-04-12,4.995154553002067,9.724235589223099,2.7132333253819914
2022-04-13,4.897010172546288,11.297788589136871,2.2667183703871703
2022-04-14,6.075276426061464,10.53398496259615,3.8347154589249337
2022-04-15,3.9705764411774,7.561804511831724,2.0478568206595433
2022-04-16,7.411304732115241,7.332534276766637,6.129243305257728
2022-04-17,8.24922305707878,17.13845614019374,5.486127842803829
2022-04-18,8.238552631522907,17.14407894521719,5.472160140367671
2022-04-19,6.5868594562707585,8.504488143564231,4.878026505281623
2022-04-20,8.130827067463542,6.456604010636511,7.194585599912892
2022-04-21,8.275500289124466,6.696992481738562,7.297862238627921
2022-04-22,5.335037594195455,10.7288721803925,2.9072457799407987
2022-04-23,6.755864661725354,11.337744360105717,4.501102737332746
2022-04-24,6.5684411031979835,7.731117794304737,5.043196391686617
2022-04-25,7.325413533995743,8.466265663417289,5.758076135402692
2022-04-26,7.350483351270668,10.367475833088974,5.39558552025055
2022-04-27,7.524160400724213,6.559919799881754,6.464610779004153
2022-04-28,7.577085020151571,6.809334876714274,6.45816776516243
2022-04-29,9.35085213041748,6.53097744409024,8.585837473551504
2022-04-30,8.333834586417652,8.361954887095635,6.9700551551964836
