날짜,기온(°C),풍속(m/s),체감온도(°C)
2022-03-01,7.5509774441306945,31.38796992477728,3.274394795426444
2022-03-02,5.612330824835226,39.59624060046917,0.13423248586438508
2022-03-03,6.867759398548515,20.828090226088534,3.3328213185578424
2022-03-04,7.1747368421042665,23.11022556379612,3.488998027262988
2022-03-05,5.437368420927669,32.961954884347506,0.38046854383247597
2022-03-06,6.4125563909328775,35.03676691825967,1.511397593054066
2022-03-07,5.587669172815367,36.96721804430126,0.2815782465670118
2022-03-08,4.388270677154651,31.337293231335934,-0.8635347199730892
2022-03-09,5.4120300749491435,21.545413536194246,1.4084076022474674
2022-03-10,7.425255241338164,30.03888405370526,3.2121752080729573
2022-03-11,6.10300751941395,20.55654135424993,2.3951564286535336
2022-03-12,6.329624059537309,34.29789473686833,1.455053085108747
2022-03-13,8.47293233050732,33.84045112738386,4.31351841416946
2022-03-14,5.390240601511323,19.110218047979288,1.6675539224005465
2022-03-15,6.251127818672103,27.693781955647864,1.8780806999377804
2022-03-16,4.309210526516836,34.53669172922673,-1.229874680838987
2022-03-17,6.436240601346071,22.898496236361098,2.5675193983316724
2022-03-18,8.849557225810713,9.237142858735751,7.400535030116375
2022-03-19,9.426616541066323,32.533984962247814,5.654721369620983
2022-03-20,7.759067668594071,36.8448721805471,3.1729667052757904
2022-03-21,7.093533833583933,33.73082706754212,2.503203223583786
2022-03-22,4.27654135336752,36.06105263158679,-1.3912481244170207
2022-03-23,6.258383458600292,16.08413534180727,3.146669003291401
2022-03-24,7.770375939478981,7.142406022758223,6.596052475344058
2022-03-25,8.125029238668503,11.600125313387252,6.1085825780225855
2022-03-26,9.692702808097238,14.892132962530013,7.54860820815222
2022-03-27,8.068058380798902,28.565510834159795,4.163837869315707
2022-03-28,8.055772765332222,26.751913112180773,4.293814679692432
2022-03-29,7.056210526450741,27.503729321731953,2.9375807384518753
2022-03-30,7.542255639047653,25.858901099054492,3.7069801650083933
2022-03-31,7.81141783026078,25.770622987678507,4.061466193375909
2022-04-01,7.037932330926196,33.04319548711646,2.4794989785782837
2022-04-02,6.5168020050441555,20.66547368429019,2.906406681144251
2022-04-03,8.38821428558731,21.59503759536892,5.181855423212818
2022-04-04,8.672914639180817,27.234825299339718,5.052906562717764
2022-04-05,7.9135150376005186,34.14693609016649,3.555300388708223
2022-04-06,8.194887218080112,17.403007519664243,5.387016792902019
2022-04-07,7.939109311359061,31.1024291505164,3.803590116325351
2022-04-08,7.7516353383362,32.12240601319354,3.4838100210271072
2022-04-09,7.490375940087688,38.40195488551399,2.71685480138066
2022-04-10,8.126272825014894,40.671987108071335,3.4292152932474798
2022-04-11,8.663609022547462,26.8897744352289,5.0683012111400325
2022-04-12,8.31473684185221,22.790977443808515,4.974234352020681
2022-04-13,7.992959671830249,26.866438824945362,4.203151876987791
2022-04-14,8.278270676588363,39.70642857009079,3.688859209952798
2022-04-15,7.9797994988111896,19.925614035251783,4.834874579509287
2022-04-16,9.375864661502419,13.756127820699476,7.306884701616271
2022-04-17,8.399248120054835,25.137314715539105,4.872515523009651
2022-04-18,8.694255639084986,38.62430074851727,4.307643141100166
2022-04-19,9.370952380704693,27.930451127816923,5.903836108356673
2022-04-20,7.116090225558764,37.152781954820966,2.2990685571614176
2022-04-21,8.41187969911698,40.38491228083876,3.8280649584868964
2022-04-22,8.102907268234048,40.04947368365538,3.434307991408506
2022-04-23,7.537744361063233,27.546165413281415,3.557808649082629
2022-04-24,7.6951127819529574,32.459398496255744,3.3854168631625914
2022-04-25,9.138388829253017,31.841654135263525,5.322545315579157
2022-04-26,9.421894736742615,23.44174436078174,6.329421926922732
2022-04-27,9.353132832047777,33.437593984890555,5.499433195408185
2022-04-28,7.507368421053343,33.47578947370039,3.0663941598561815
2022-04-29,7.266315789474675,30.981052631586408,2.932299428770821
2022-04-30,12.300451127854103,4.629473683693504,12.467716008809365
