날짜,기온(°C),풍속(m/s),체감온도(°C)
2022-03-01,0.7399999999970532,12.052932330938347,-2.9161761309758334
2022-03-02,0.22210526314847812,10.523458646539439,-3.1829893596971313
2022-03-03,-0.03669172932677611,8.533984960929956,-2.9463402582889517
2022-03-04,3.308270676912798,11.43278195487801,0.32263039755666756
2022-03-05,1.9954887218664226,8.6936842102441,-0.5921230126039954
2022-03-06,3.2831578946861555,13.273082705884008,-0.0670144643281303
2022-03-07,4.0434586466508335,14.058646614808822,0.7249244665920322
2022-03-08,1.70240601498449,11.287819548539119,-1.5834797051014013
2022-03-09,1.3900751881301403,5.602105263969861,-0.26941031634187196
2022-03-10,3.267067667999072,6.225413534470135,1.6516858910446646
2022-03-11,2.153233081990038,4.133383460371988,1.261407227834
2022-03-12,3.86330827070924,8.655488721708025,1.6252886090786136
2022-03-13,3.029172932365327,4.683759399136761,1.9838441615199567
2022-03-14,3.9051127818092937,1.9627067664114293,4.606453357046801
2022-03-15,5.720451126806438,13.520300752017647,2.8686500673970903
2022-03-16,2.0933834586830926,8.753383459552424,-0.4927400366688446
2022-03-17,3.406015037173347,6.216090225383596,1.815078277793551
2022-03-18,4.599066086296261,3.7923070844699396,4.162403836464032
2022-03-19,6.061598733804203,11.824234270012312,3.574455554245559
2022-03-20,6.9834586460347055,7.623909775284119,5.556015879087475
2022-03-21,5.147969924728386,15.274285711813718,1.889643062285626
2022-03-22,3.6598496232472826,10.45218045101501,0.9556574066036627
2022-03-23,3.16496240592096,5.564511278258578,1.7751813798751255
2022-03-24,2.931278195426785,0.22421052906429395,6.9058822706334775
2022-03-25,6.282428570382763,2.947706768551143,6.4689426964363115
2022-03-26,8.647443608177127,4.552030075668881,8.373843551194023
2022-03-27,7.329097744062892,8.142180451060746,5.836584790485434
2022-03-28,8.43796240616939,14.827789472736185,6.010922443440069
2022-03-29,7.806735259000561,7.487977839287851,6.552391359026775
2022-03-30,5.99715077158271,5.377293233948876,5.077871607492479
2022-03-31,5.484891175568919,6.358773249288788,4.1664586635657495
2022-04-01,4.515488721914153,5.885413533942483,3.2056446774297753
2022-04-02,4.450375939807145,7.602556391073449,2.5975857729365512
2022-04-03,5.0352321980462875,5.579080053779762,3.9083156440918874
2022-04-04,8.03308270679554,13.447518797271186,5.7076055429865304
2022-04-05,5.851285714543337,8.414022556546115,4.031875674803807
2022-04-06,5.732734467404953,6.692045904317638,4.352237229914136
2022-04-07,8.509490392665612,10.763993316582855,6.713982094970515
2022-04-08,7.723007517721271,7.349285712989513,6.488784218804603
2022-04-09,5.366278195626364,10.41875939736201,3.008022972820601
2022-04-10,5.458223684574477,8.046513157887603,3.6606195351034843
2022-04-11,6.0178062808918185,5.594736841980193,5.02661116314856
2022-04-12,5.844661654135052,8.339548872347223,4.042159015132279
2022-04-13,5.7828571427617135,9.010676691730623,3.8105266310439694
2022-04-14,7.856031746137887,8.374603174790536,6.404186183108849
2022-04-15,5.41560371520427,6.186368863534881,4.140873444398194
2022-04-16,8.326365914355847,3.66025062634435,8.36459749304862
2022-04-17,9.357346306293039,8.73911543560007,8.099991902915221
2022-04-18,6.614586466203036,8.249473684212717,4.9706107082294615
2022-04-19,7.061310419081565,7.879441460841917,5.584390994662938
2022-04-20,8.503855092178128,7.54775119657279,7.35306041733728
2022-04-21,7.398464017212973,12.983050483613624,5.003535066738504
2022-04-22,6.738924233985017,10.38925390393706,4.6587307079529845
2022-04-23,6.816721804541885,9.037563909732853,5.029929507186491
2022-04-24,7.356182764615369,9.253996529714641,5.623803289946903
2022-04-25,8.182706766961019,6.599957035490661,7.216007398329062
2022-04-26,7.925052632162988,9.45311278225563,6.259288226019921
2022-04-27,6.791925968796932,5.429855408685398,5.9665910408599405
2022-04-28,7.627406014835287,6.302105263341218,6.656197618677878
2022-04-29,8.05203007513046,6.292180451375316,7.1488992244610285
2022-04-30,8.98586466155757,5.834887218159565,8.351977536061659
